,item,rate,num_rate,num_sold,price
137,韓版夏季新款性感短款純色背心百搭無袖外穿修身小吊帶背心女 7色,4.8,42,135,$75.00
138,蝦皮優選新款 大U交叉吊帶小背心 露背美背 螺紋帶胸墊 無鋼圈運動文胸女 打底防走光 裹胸抹胸,5,4,42,$58.00
139,吊帶背心 螺紋針織上衣 無袖背心 XL-4XL現貨大尺碼上衣女裝夏季新款時尚冰絲針織吊帶背心女外穿無袖性感上衣打底衫,4.8,33,78,$195.00
140,[2件折30] 牛仔背心 牛仔外套 馬甲 韓版寬鬆 工裝牛仔馬甲女寬鬆韓版新款無袖牛仔外套,4.9,179,380,$234.00
141,Adidas 愛迪達 女 前拉鏈運動內衣 文胸 女款健身大尺碼背心 瑜伽 速乾 透氣排汗 超強度型 拳擊 慢籃球不走位型,4.9,41,106,$220 - $240
142,【Silly優品】運動健身寬鬆低領背心女速幹後背開叉小罩衫運動背心瑜伽背心正韓上衣寬鬆背心無袖背心運動罩衫,4.9,159,433,$198.00
143,【Silly優品】固定罩杯無鋼圈防震跑步文胸女聚攏健身瑜伽背心式定型運動內衣美背背心鏤空透氣運動內衣,5,193,560,$285.00
144,花卉印花襯衫女襯衫上衣,4.8,101,339,$89.00
145,🌱Comeandbuy🙋小性感包臀背心裙子 修身顯瘦氣質吊帶連衣裙女 復古刺繡針織連身裙 純色連身裙 包臀裙無外套,4.6,23,56,$119.00
146,ONE DAY 台灣製 166 排汗背心 吸濕排汗 吸排 運動上衣 吸排T T恤 素T 短袖上衣 排汗衫 女,4.9,18,73,$69.00
147,蝦皮優選♥台灣現貨☆短款細肩小可愛 莫代爾 莫代爾背心 內搭 小可愛 內搭衣 防曝光 背心 女背心 細肩帶背心 短款細肩小可愛,5,8,55,$69.00
148,【現貨】糖心小姐 打底背心英文字母降落傘美背抹胸 無縫一片胸墊無鋼圈運動文胸 打底小吊帶裹胸女,5,13,55,$38 - $44
149,蝦皮優選【現貨】▲批發價 ▲正韓上衣韓國代購2019夏裝新款韓版大碼無袖背心蕾絲雪紡打底衫修身上衣女韓妞必備休閑蕾絲花朵T恤上衣,4.9,52,99,$99.00
150,打底吊帶背心 素色小背心 基本款 素面透氣平口吊帶背心 女生衣著 細肩帶背心 女生必備 背心 無袖背心 素色背心女 上衣,5,71,258,$39.00
151,mistletoe 韓國學院風套裝女ins超火格子吊帶背心短袖T恤短裙夏季套裝,5,21,88,$299.00
152,蝦皮優選吊帶背心【現貨】網紅新款連衣裙女內搭外穿背心修身針織吊帶 針織背心 吊帶 上衣 無袖背心,4.9,108,286,$89.00
153,GENQUO_燒花坦克背心-女,5,23,81,$99.00
154,[限時下殺]女生吊帶背心 細肩帶背心  吊帶背心 小可愛 修身性感顯瘦打底上衣網紅同款內外穿針織吊帶背心女,4.7,70,205,$68.00
