,item,rate,num_rate,num_sold,price
106,防曬涼感休閒外套 防曬 透氣 清爽 好搭配 女士新款短韓版夏季超薄透氣速乾戶外防曬衣外套防曬衣女,5.0,1,16,$69 - $79
107,蝦皮優選針織衫外套【現貨】和服式寬鬆薄款針織小披肩防晒衣女韓國春秋季短款開衫外套空調衫 开衫 外套 防晒衫 長袖外套,4.8,401,878,$139
108,BOHOFREE 現貨 率性波西米亞民俗風流蘇刺繡披肩 海邊度假短外套 泰國防曬衫 九分袖寬鬆顯瘦外套女 圖騰刺繡上衣,5.0,25,59,$207
109,CACO-開襟短版針織外套(三色)-女【XSH027】,4.9,48,113,$299
110,【新品~促銷】❇夏季新款防曬衣女透氣防紫外線防曬服彈力冰絲網紅薄防曬情侶外套,5.0,1,15,$191
111,現貨 韓版短袖襯衫 氣質百搭格子上衣 寬松顯瘦學院風休閒可愛港風中袖襯衫外套女 情侶裝閨蜜裝 BF風短袖上衣 正韓上衣,4.8,50,157,$159
112,【快速出货】長袖外套女 針織外套 短版外套寬鬆外套 開衫外套 女生外套 初秋撞色小香風針織衫女款修身短款開衫小外套外搭,5.0,9,50,$130
113,蝦皮優選6色下殺 帥氣外套 氣質百搭 西裝外套女 潮流休閒寬鬆ulzzang個性上衣 格子 寬鬆 薄外套 西服女生衣著,4.9,122,297,$275
114,現貨 針織衫 夏季韓版 薄款冰絲上衣 針織衫防曬開衫 女短款修身空調衫 披肩小外套 修身顯瘦,5.0,7,25,$168 - $194
115,蝦皮優選小搭檔【1479】免運 韓版爆款超好看中長款襯衫人魚姬寬鬆休閒襯衫女外套設計感小眾防曬衫氣質洋裝上衣女生衣著,4.9,12,44,$249
116,蝦皮優選防晒針織薄外套【現貨】冰絲開衫女短款薄款防晒衫外搭空調衫毛衣針織衫外套 冰絲開衫 防晒衫 空調衫,4.9,33,104,$199
117,蝦皮優選實拍 推薦 👍慵懶風寬松棉麻雪紡防曬襯衫女長袖薄款襯衣仙女範防曬衣外套,5.0,27,52,$299 - $399
118,〖樂淘優品〗西裝外套 紫色西裝外套 黑色西裝 韓版西裝外套小眾設計感韓版港風復古休閑寬松西裝外套女英倫風百搭春季小西服,4.9,13,148,$360
119,（實拍現貨ing）夏季防曬雪紡衫外套圍巾披肩兩用絲巾紗巾女,4.9,105,306,$85
120,(現貨)DoMiss韓系百搭長袖襯衫 3色襯衫 襯衫女 白襯衫 襯衫上衣 襯衫外套 短版襯衫,4.9,340,767,$299
121,外套女生 外套 燈芯絨外套 秋季新款上衣燈芯絨waitmore襯衫女設計感小眾復古港味潮 上衣外套 襯衣外套,4.9,140,316,$259
122,蝦皮優選格子西裝外套【S-XL現貨】❤️❤️正韓上衣✨✨韓國chic復古格子小西裝外套女寬鬆韓版春秋新款網紅ins西服潮,4.9,12,28,$399
123,女生外套 薄外套 運動外套 港風帥氣薄款外套女2019夏季新品學生寬松韓版bf原宿風套頭防曬衣,4.7,75,181,$155 - $187
124,新款促銷 春夏燈籠袖女披肩外套沙灘衣外搭寬鬆韓版防曬衣空調衫針織開衫薄,5.0,6,23,$245
125,【現貨百搭款 針織外套 】夏季七分袖冰絲針織小披肩韓版春秋百搭薄外套女防曬開衫外搭短款,5.0,6,23,$119
126,【超高c/p值】 成人雨衣 女時尚 徒步長款 加大防水 風衣外套 機車雨衣  韓國小清新 連體雨披 輕便雨衣  多色可選,4.9,88,179,$398
127,UV100 防曬 抗UV-涼感經典連帽口罩外套-女 - 蜜桃粉【AA91063】,5.0,18,32,$999
128,現貨 防晒外套 薄外套 連帽外套 抗UV外套 防晒衣 防紫外線 短款 百搭 韓版 夏季 防晒服女 薄款 外套 開衫,4.9,16,36,$129
129,現貨批發價免運 寬鬆bf格子襯衫女長袖薄款防曬衣外套中長款上衣大尺碼,4.0,2,13,$142
130,現貨🌸春裝新款女裝韓版寬松中長款黑白格子襯衫女百搭長袖襯衣外套,4.6,15,37,$130
131,🌱Comeandbuy🙋長袖襯衣  復古少女印花寬松POLO領中長款襯衫女外套潮 休閑百搭 時尚顯瘦襯衣,4.9,12,29,$175
132,薄款外套女 女生針織外套 可單穿復古圓領單排扣上衣 純色百搭露臍短款長袖針織開衫女 針織短板衣,5.0,7,16,$129
133,現貨下殺 短版牛仔外套 短版上衣 薄外套 百搭外套 紫色牛仔 休閑外套女 設計感小眾春裝新款春秋韓版寬松短款上衣,4.9,15,21,$332
134,蝦皮優選老闆不賣了!超美~雪紡罩衫 荷葉邊喇叭袖仙氣十足 夏日薄外套 罩衫外套 長版 寬鬆 外搭 冷氣房 女 長袖外套-杜達女孩,4.8,880,"1,977",$163
135,【Silly優品】氣質立領粉色性感運動外套女拉鍊速幹透氣跑步長袖健身夾克瑜伽服正韓上衣外套罩衫短款上衣,5.0,23,97,$379
136,WG SHOP現貨 針織開衫女 薄款針織外套 長袖純色V領 短款毛衣外套女 姐妹裝 閨蜜裝,4.9,37,163,$139
137,現貨實拍韓國ins拼色線條印花秋款外套女拉鍊連帽外套-1079#,4.9,31,89,$414
138,女生襯衫 長袖襯衫 格子襯衫 格子襯衫女防曬衣夏2019新款韓版寬松閨蜜裝中長款薄款襯衣外套潮,4.6,24,52,$118 - $144
139,女生外套 防曬外套 薄外套防曬衣女短款學生韓版薄外套夏季外搭吊帶的開衫雪紡小披肩防曬服,4.8,21,57,$81 - $102
140,燈芯絨寬鬆慵懶風長袖襯衫 中長款 外套開衫女 6265#,4.9,78,219,$266
141,時尚網紅小寬松牛仔外套女春季2020新款韓版學生寬松百搭紫色上衣韓版寬松牛仔外套女春秋新款紫色休閑學生復古港味百搭顯瘦短,5.0,9,15,$230
142,蝦皮優選【現貨 免運費！莫代爾舒適長版薄外套】寬鬆休閒女 罩衫 黑色外套 百搭流行 棉質女防曬外套 薄外套 夏天必備,4.9,47,106,$185
143,防晒衣女夏季新款韓版顯瘦中長款風衣防紫外線開衫外套學生防晒服 浪女裝,5.0,5,13,$112
