,item,rate,num_rate,num_sold,price
119,丹寧牛仔短褲S-XL【現貨】👗👗正韓短褲📣📣牛仔短褲女2019夏季新款寬鬆顯瘦高腰百搭大碼闊腿熱褲潮 韓妞必備,4.7,47,167,$159.00
120,蝦皮優選🌺現貨💖短版上衣 露腰上衣 短袖T恤 短褲女 包臀運動熱褲 韓版新款 圓環跳舞蹦迪a字顯瘦緊身高腰短褲 黑色短褲,4.7,34,244,$165 - $216
121,熱賣新品高腰牛仔短褲  現貨特價學生褲女韓範複古超短褲熱褲 短褲 潮 寬鬆顯瘦休閒學院風時尚性感 闊腿短褲軟妹丹寧褲褲子,4.7,392,"1,086",$135.00
122,蝦皮優選WP007假兩件式 雙層 運動短褲 防走光 高彈性 舒適透氣 速乾 跑步 瑜伽 馬拉松 運動短褲 熱褲(天使戀人著衣館),4.8,52,122,$112.00
123,牛仔短褲女 外穿顯瘦寬鬆夏季薄款 高腰a字闊腿褲 時尚短褲女 潮韓版ins 寬鬆闊腿褲短褲 簡約短褲 韓系牛仔短褲,5,14,51,$142.00
124,大碼女裝 牛仔短褲女 新款時尚 高腰牛仔褲 顯瘦 寬鬆 直筒 熱褲 短褲女,4.9,13,41,$222.00
125,【現貨五色可選】夏季新款休閑短褲女 韓版闊腿熱褲 運動短褲 寬松高腰外穿防走光,4.8,44,202,$110.00
126,蝦皮優選老闆不賣了!日系小清新蕾絲純色安全褲 棉質防走光透氣 舒適螺紋拼接蕾絲花邊 內搭短褲 安全褲 睡褲 短褲 女-杜達女孩,4.9,110,280,$88.00
127,蝦皮優選韓版夏季新潮短袖短褲 休閒套裝 運動套裝 短褲套裝女時尚 兩件式套裝👕加👖,4.8,71,141,$199.00
128,女生短褲 運動短褲 休閒短褲 寬鬆短褲 韓妞必備黑色五分褲女夏季新款寬松松緊腰運動直筒褲短褲休閑褲潮,4.9,39,98,$72 - $152
129,【UNDER ARMOUR】女 Fly By短褲(1331828-057),5,27,55,$499.00
130,【特賣兩條380】現貨 ADIDAS M10 Slim SHORT 三條線 運動 女短褲 透氣 愛迪達,4.9,54,181,$229.00
131,🏄‍♀️ROXY情侶裝海灘褲QUIKSILVER男寬鬆速乾衝浪短褲運動五分褲女低腰鬆緊短褲男女休閑度假短褲情侶套裝,4.9,62,177,$291 - $436
132,蝦皮優選老闆不賣了!獨家新色 歐美高腰運動短褲 真理褲 緞面 亮面 休閒短褲 白邊 短褲 熱褲睡褲 女 短褲 大尺碼-杜達女孩,4.9,"1,179","3,306",$135.00
133,蝦皮優選老闆不賣了!高腰牛仔短褲 卷邊反摺側邊鬆緊牛仔短褲 寬鬆A字褲 寬褲 短褲 牛仔褲 灰色牛仔短褲 女 花苞短褲-杜達女孩,4.8,22,60,$259.00
134,[虧本出售] 短裤 牛仔褲短褲女韓版寬鬆闊腿褲毛邊高腰顯瘦休閒闊腿熱褲,4.9,20,56,$106.00
135,【HOT 本舖】牛仔短褲 純色 女 褲子 學院風 夏季新款 A字版型 鬆緊腰 高腰顯瘦 牛仔布料 學生 熱褲 寬版顯瘦,4.5,30,76,$183.00
136,【UNDER ARMOUR】女 Play Up 2.0短褲(1292231-042),5,40,77,$499.00
137,女生短褲 工裝短褲 休閒短褲 女生短褲韓版百搭韓國ulzzang原宿風復古工裝褲女寬松學生高腰休閑a字闊腿褲短褲夏,4.8,75,179,$171.00
138,蝦皮優選短褲【現貨均碼】✨❤️正韓打底短褲❤️春夏季薄款冰絲防走光安全褲蕾絲三分褲女打底褲保險褲短褲,4.8,42,223,$19.00
139,Adidas 愛迪達 女短褲 三分短褲 運動短褲 女生休閒短褲 寬鬆顯瘦瑜伽跑步 超短褲學生 熱褲超短 三條線 時尚百搭,4.8,205,520,$210 - $220
140,蝦皮優選老闆不賣了!腰帶花苞夏季短褲 蝴蝶結高腰短褲 休閒短褲 A字闊腿褲 寬鬆顯瘦 綁帶 寬褲 純色 女 短褲 褲子-杜達女孩,4.9,103,229,$175.00
141,純棉兒童內褲女童平角褲寶寶嬰兒短褲中小童內衣內褲四角內褲女,5,3,45,$21.00
142,[出清]短褲 牛仔短褲 高腰短褲 夏季韓版基礎款百搭純色痞痞褲女卷邊彈力高腰顯瘦牛仔短褲潮,4.6,37,131,$221.00
143,【送腰帶】韓版百搭高腰寬松闊腿熱褲  牛仔短褲潮女  顯瘦捲邊單寧牛仔短褲女,4.9,116,273,$189.00
144,【HOT 本舖】格子褲裙 女 短裙 春夏新款 毛呢裙 A字裙 雙層 不規則搭扣 高腰顯腿長 半身褲裙 學院風 時尚百搭,4.8,26,55,$249.00
145,大碼 短褲 顯瘦短褲 休閑短褲  寬松短褲 棉麻短褲  高腰短褲 高腰棉麻短褲女 熱褲 三分褲夏寬松顯瘦韓版闊腿休閑,4.9,16,69,$65.00
146,【UNDER ARMOUR】女 FLY BY短褲(1319979-019),5,47,82,$499.00
147,蝦皮優選【現貨 免運費！歐美風彈性修身】緞面短褲 亮面熱褲 女 運動褲 高腰短褲 休閒短褲 彈力褲 運動短褲 女生衣著,4.9,"1,075","2,994",$109 - $159
148,【3件240】 愛迪達女生短褲  Adidas韓版女運動短褲 三分跑步寬鬆休閒超短褲 夏季薄款短褲 外穿 沙灘褲,5,6,34,$99.00
149,MOVING PEACH 女運動短褲高腰無尷尬線設計蜜桃提臀跑步健身瑜伽短褲單車訓練薄款緊身速乾熱褲 APA,4.9,24,53,$187.00
150,[高質量]短褲女 休閒短褲女 CP值超贊短褲熱褲 夏季百搭學院風 寬鬆運動褲鬆  女生短褲 運動短褲 高腰AA褲,4.8,40,562,$97 - $181
151,短褲 牛仔短褲 牛仔寬褲 韓版高腰褲腳開叉款顯瘦A字闊腿褲學生ins直筒牛仔短褲女,4.8,334,781,$170.00
152,安全褲女超涼感莫代爾安全褲保證好穿 打底褲 內搭 安全褲 短褲 防走光 舒適 韓鈕必備,4.9,639,"1,837",$59.00
153,GENQUO_吸排輕量綁帶兩件式運動短褲-女,5,64,129,$169.00
154,現貨 韓版棉麻休閒短褲女 寬褲 熱褲 短褲 薄款 高腰闊腿褲  鬆緊綁帶百搭 純色 女生褲子 超顯瘦 大呎碼 胖mm可穿,4.9,17,66,$69.00
155,打底安全褲女防走光冰絲2020春夏外穿薄款大碼寬松白ins保險睡褲,5,11,59,$79.00
156,牛仔短褲 女生 韓版 休閒 高腰 牛仔 單寧 短褲 韓國學生基礎百搭牛仔短褲女高腰顯瘦直筒褲,4.9,35,85,$197.00
157,[快速出貨]韓版水洗高腰卷邊牛仔短褲百搭寬松熱褲女 熱褲 牛仔短褲 高腰牛仔褲 短褲 學生 闊腿褲,5,166,362,$199.00
158,牛仔褲 短褲 牛仔短褲 露出大長腿chic學院風百搭女高腰顯瘦直筒褲 高腰短褲 韓版短褲 褲子 女褲 女生短褲 高腰褲,4.7,70,164,$168.00
159,蝦皮優選爆單款增加新色~不規則造型綁帶下鬚鬚高腰牛仔短褲女生衣著 單寧褲 闊腿短褲高腰褲水洗做舊系帶高腰不對稱牛仔褲熱褲短褲女,4.8,125,265,$288.00
160,莫代爾睡衣女夏季可愛卡通短袖短褲兩件套裝 學生ins韓版家居服 女生 家居服 純棉短袖睡衣套裝 寬鬆顯瘦 居家服,4.9,11,38,$136.00
161,蝦皮優選日系睡褲女純棉短褲 莫代爾大碼透氣防走光安全褲短褲寬鬆外穿居家打底褲子保險卡睡褲 可外穿甜美花邊簡約休閒短褲,4.9,15,66,$99.00
162,夏韓版時尚瑜伽沙灘褲糖果色熱褲2020休閒純色三分褲運動短褲女,4.9,18,30,$129.00
