,item,rate,num_product,num_sold,price
61,百搭女童裝糖果色七分褲 九分褲 長褲 兒童打底褲 童褲 兒童內搭褲 馬褲 超低價現貨,6185,875,227,$65
62,現貨 女生假兩件式 運動褲 瑜珈褲 顯瘦 運動褲裙 運動緊身長褲 緊身褲壓力褲跑步褲 假兩件 瑜伽健身褲 韓版瑜珈韻律褲,2978,41,225,$197
63,【ZITA嚴選】NZ301204 韓版顯瘦淺色寬鬆九分牛仔連身褲長褲女吊帶褲 現+預,6087,240,225,$390
64,【ZITA嚴選】專家級 女生款運動束褲 夜跑 緊身褲 運動褲 內搭褲 籃球 自行車 緊身長褲 NIKE PRO A009,6087,239,210,$299
65,≡排汗專家≡【06360285】INSTAR 起點 男女緊身長褲(台灣製 慢跑緊身褲 路跑 內搭褲 束褲 ,35204,2390,210,$349
66,☆新款☆☆韓版☆ 女款 透氣 運動緊身褲 運動長褲 夜跑褲 路跑褲 緊身褲 壓力褲 韻律褲 束褲 內搭褲,3109,609,206,$299
67,【ZITA嚴選】NZ301206 韓版牛仔連身褲女裝韓版三角休閒寬鬆吊帶褲長褲 現+預,6087,239,206,$390
68,adidas緊身褲男款女款愛迪達運動褲健身衣三葉草長褲束褲adidas九分褲男女緊身運動褲 愛迪達打底褲束褲壓縮褲塑褲,1699,73,204,$350
69,收納女王【TPS001】哈倫9分褲  打底褲 長褲 顯瘦褲 內搭褲 窄褲,5861,1541,187,$334
70,運動束褲*P23*夜跑 緊身褲 系籃 團購 內搭褲 籃球 自行車 緊身長褲 女生 PRO,1548,520,180,$189
71,運動束褲*NO6*夜跑 緊身褲 系籃 團購 內搭褲 籃球 自行車 緊身長褲 女生 PRO,1416,532,180,$189
72,【T3】韓版超顯瘦運動長褲 運動褲 夜跑 女生 健身 壓力褲 慢跑 內搭褲 緊身褲 路跑造型穿搭 瑜珈褲【B402】,8756,1033,175,$399
73,//紫綾坊// 縮口薄長褲 居家褲 K001 多色 不挑色出貨 可以挑男女,10423,286,168,$45
74,【高森】熱銷萬件! MIT大尺碼 男/女平口排汗透氣長褲 運動防曬抗UV 口袋 功夫褲  0200,1585,77,163,$200
75,【強磅神褲！狂銷破萬!】黑色縮口褲 七分褲 束口褲 工作褲 休閒長褲工裝褲機能褲短褲彈性男女棉褲運動褲K25-182,7245,166,160,$449
76,網眼透氣運動長褲《J》男女可穿 運動褲 運動長褲 長褲 休閒褲 透氣 速乾 縮口褲 直筒 流行 有型 潮流 多款任選,509,81,154,$199
77,BANG T3◎春夏寬鬆亞麻女休閒褲 休閒褲 長褲 修飾身型 寬鬆 女生 哈倫褲 小腳褲 韓版 工作褲【GP02】,19942,1113,153,$270
78,[免運費] 韓版情侶運動棉褲 長褲 男 女 媲美 stage uniqlo lativ levis a&f adidas,11288,9534,143,$390
79,●BANG●韓版運動套裝 運動上衣+長褲 壓力褲 夜跑 健身 慢跑 束褲 內搭褲 女生 緊身褲【Z03】,19824,1109,139,$698
80,【瑞仁行】MIT台灣製 - 棉質老人睡褲女款 [長褲] 鬆緊帶款 150元 | 老人睡褲,2036,56,136,$150
81,adidas 愛迪達褲子 三葉草 運動褲 長褲 運動長褲 慢跑褲 束腳褲子 經典三條杠 男女 棉質休閒褲GJ1802,935,393,134,$580
82,今生有約【B95】【性感透明牛奶絲開襠/不開襠長褲】緊身/微喇※光亮絲滑打底褲※男女適穿,8575,151,132,$199
83,白色牛仔褲 長褲 中腰 活動組 男女  白長褲 OL 純棉觸感 志工褲 中大尺碼 台灣製 690特價390,2448,127,132,$390
84,【潮時空】Nike 耐吉 運動褲 長褲 休閒褲 小腳褲 縮口褲 男女運動長褲 刺繡LOGO褲子 黑灰長褲,216,256,126,$499
85,限時特賣 韓版 男女純棉 運動褲 束口褲 Jogger Pants 休閒褲 老爺褲 哈倫褲 九分褲 緊身褲 長褲,3019,306,125,$299
86,含發票 套裝組-男女長短袖+男女長褲組合 長袖/短袖/長褲/緊身衣/內搭褲路跑單車自行車緊身衣長袖短袖長褲防曬遮陽,14880,1864,124,$299
87,≡排汗專家≡【06360327】INSTAR PRO 台灣製造 男女緊身長褲(緊身褲 內搭 同Nike Pro版型,35204,2390,121,$199
88,【超強防曬】MIT男/女生束口排汗長褲 功夫褲 氣功 太極 口袋 吸濕透氣 速乾 運動防曬 線條修飾  0201,1602,77,116,$200
89,實拍 愛迪達褲子 Adidas 男女款運動褲 愛迪達 情侶款 英倫雅痞長褲 運動長褲 休閒褲子慢跑褲 男女褲5566,932,392,110,$598
90,Ω衣枝獨袖Ω特價戶外春款新款女褲運動褲工裝褲顯瘦款潮女休閒褲軍裝長褲,8619,3291,110,$594
91,彈力褲輕鬆舒適無壓力工作褲機能褲防潑水男女同款長褲彈性好穿外出褲運動休閒褲可拆卸換成輕鬆短褲特價中加贈腰帶特價438元,1893,124,109,$438
92,【Men Star】免運費 韓版街頭百搭束口褲 休閒長褲 七分褲 男 女 媲美 g2000 edwin bobson,11293,9568,107,$490
93,≡排汗專家≡【06360285】INSTAR 起點 男女緊身長褲(台灣製 緊身褲 慢跑 路跑 內搭褲 束褲 ,35204,2390,107,$349
94,Adidas Tiro 15 Trainng Pants愛迪達 情侶薄款 運動褲 休閒運動長褲 縮口褲 慢跑褲 男女褲子,938,393,104,$450
95,〈天使城市〉台灣製 多款多色 男女厚刷毛褲休閒褲束口褲運動褲棉褲雙口袋褲九分褲長褲造型褲普碼中大尺碼 男女運動褲,1481,79,104,"$9,189"
96,≡排汗專家≡【06360348】INSTAR 男女蛻變緊身長褲(台灣製 慢跑 路跑 內搭褲 束褲 運動緊身褲 ,35176,2410,102,$390
97,≡排汗專家≡【06360285】INSTAR 起點 男女緊身長褲(台灣製 緊身褲 慢跑 路跑 籃球內搭褲 束褲,35204,2390,97,$349
98,CPMAX 復古方格紋九分褲 情侶褲 寬鬆直筒褲 休閒長褲 韓版長褲 格紋九分褲 男女款長褲 鬆緊長褲 格子褲【P45】,23338,717,95,$229
99,NIKE Tech Fleece 耐吉運動褲 Nike長褲 棉褲 束口休閒褲 情侶款 男褲 女褲 褲子683801,199,1601,95,$450
100,【§ 衫衫飾飾 §】10093【5色男女款M、L、加大碼】新品純棉睡衣日式家居服日系和服全棉雙層紗布長褲甚平禪服,4096,2805,93,$690
101,[全新代購]台北 中山女高 運動服長褲（衝評價破盤特價下殺5折）保證最便宜賠本賣,3704,324,90,$200
102,*內衣市場* 台灣製 NO.0B4 女夏天薄睡褲 女春夏睡褲 女睡褲 女棉長褲 女長睡褲 女薄睡褲,3186,312,87,$140
103,Adidas Slim Pants 17ss 愛迪達 三條杠 收腿褲 毛圈薄款長褲 男BP8742 女S97113,1255,25,86,$800
104,☆女孩衣著☆工作褲女多口袋運動户外休閒褲女褲長褲軍裝純棉直筒褲寬鬆秋冬厚款(NO.70),808,3366,86,$799
105,出清耐吉長褲 情侶款NK TECH FLEECE 運動長褲女 小腳褲 683801 束口褲 束口棉褲 束口運動褲 男女款,932,392,85,$490
106,(預購.現貨款) 棉褲 束口褲 縮口褲  工作褲 合身款  長褲 窄管褲 哈倫褲 男 女 生活 時尚 態度 休閒褲,933,72,84,$180
107,Adidas 愛迪達情侶款長褲 經典三條杠 運動長褲 運動褲 大尺碼 休閒褲 男女褲 慢跑褲 棉質 縮口褲小腳褲學生褲子,189,310,83,$380
108,GoGoLife-男女適用爆汗褲 運動爆汗長褲飆汗褲九分爆汗塑身褲發熱褲桑拿褲瘦腿褲緊身跑步褲類似Hot Shaper,2012,101,81,$340
109,【T3】女生運動白線束口褲 寬鬆 顯瘦 速乾 吸汗 瑜珈 運動褲 健身褲 跑步 長褲 束口 小腳【BP03】,8756,1033,80,$350
110, Adidas 新款運動長褲 愛迪達 三葉草 情侶裝 AJ7673 男女 百搭褲 運動褲 愛迪達長褲 褲子,938,393,78,$520
111,GF 長褲 MIT台灣製造 四面彈性 修身顯瘦 側邊線條 九分褲 內搭褲 運動褲 休閒褲 女生褲 女裝【K08875】,40123,146,77,$125
112,【食尚家】-外場服務生制服/女生長褲/女性長褲/黑長褲/考證照女長褲/基本款長褲/小直筒/主管長褲/後鬆緊帶/西裝褲,4306,504,76,$580
113,BANG◎明星款休閒長褲 女生長褲 白邊長褲 休閒長褲 白線條 小腳設計 高彈性顯瘦女神款【GP08】,19939,1113,75,$239
114,八號倉庫【2D032P599】女童小白兔加絨保暖打底褲 中/長褲,67506,3520,74,$88
115,≡排汗專家≡【06360327】INSTAR PRO 男女緊身長褲(台灣製 ,35167,2429,74,$199
