,item,rate,num_product,num_sold,price
97,~COCO SHOP~【PW02】秋冬．自然風．繽紛糖果色 男.女百搭不敗單品/棉質長袖網眼POLO衫~人氣22色/團購/滿額免運,14653,424,345,$210.00
98,【珍珍的家】台灣製 一王美1905保暖發熱遠紅外線 內裡刷毛 男衛生褲 男保暖褲長袖內衣 男圓領衛生衣,7536,625,341,$168.00
99,男子緊身訓練加絨長袖 PRO/籃球/運動/健身/高彈力/透氣/跑步/排汗/速乾衣/訓練衣/T卹/圓領/休閒/保暖 A09,5575,0,340,$450.00
100,新款男子長袖緊身衣無袖 多色可款 腰身/男子PRO/緊身衣/健身/運動/跑步/高彈力/透氣/排汗/速乾/T恤/訓練A06,5422,1544,340,$280.00
101,《意生》拋棄式雨衣 免洗拋棄式雨衣 男女輕便雨衣一次性雨衣 長袖雨衣成人雨衣演唱會造勢跨年活動登山露營,24463,1384,335,$13.00
102,【2020春夏新款】(3件免運)韓版 男 高質感 男長T 打底衣 3D 大尺碼 長袖 T恤 薄長袖 棉長T,4912,593,332,$371.00
103,COCO SHOP【PW02】秋冬．潮男．視覺玩色 男.女百搭不敗單品棉質長袖網眼POLO衫~人氣22色/團購/滿額免運,14645,424,324,$210.00
104,【勁褲工場】100%台灣製 男士/女士內裡輕柔細緻刷毛 機能蓄熱保暖長袖內衣【買三送一件】,4020,65,316,$110.00
105,🏆現貨不用等⚡男休閒襯衫short4商務襯衫   薄款襯衫  長袖襯衫 男襯衫 男韓版襯衫,1562,470,314,$20 - $189
106,自行車車衣 銳紅 Equation 男車衣 車衣 男長車衣 單車車衣 長袖車衣 排汗車衣 長車衣,230272,1304,306,$399.00
107,套頭混毛針織衫明星 男衣品長袖天成圓領毛衫,17934,833,305,$450.00
108,【勁褲工場】100%台灣製 男士/女士內裡輕柔細緻刷毛 機能序蓄熱保暖長袖內衣,4019,65,304,$90.00
109,【穿門子】韓國走秀型男商務修身長袖襯衫 17色(促銷),3202,188,300,$290.00
110,▲韓瘋塔▲純色長袖襯衫 韓版素色襯衣長袖襯衫男 大學生報告襯衫男 商務襯衫上衣 修身素面襯衫 白色襯衫白襯衫 新增黑襯衫,6310,476,298,$299.00
111,CPMAX 保暖發熱內搭長袖上衣 長袖T恤 發熱衣 舒適保暖 打底 長袖上衣 男長袖 百搭必備 帥氣舒適 T118,23190,721,296,$99.00
112,男子緊身訓練衣長袖 多色可選 PRO/籃球/運動/健身/高彈力/透氣/跑步/排汗/速乾衣/訓練衣/T卹/圓領 A01,5574,1603,295,$350.00
113,JB 專業衣廠【SJ09】 優質秋冬男女~百搭素面長袖POLO衫 22色 多種尺寸/滿額免運/團購,52070,429,287,$210.00
114,☆衣林魔力屋☆(T119)秋冬氛．日韓暢銷百搭 男女素面長袖POLO衫/22色/滿額免運,8487,458,285,$210.00
115,【8色任選 129下殺】韓版純色加絨衛衣男女款純棉連帽外套 衛衣長袖T純棉衛衣大學T,1008,41878,280,$280.00
116,【享逸生活館】保暖刷毛發熱衣 長袖立領圓領刷毛{單件售不含褲} 男款 女款 保暖衣 內搭衣 衛生衣 睡衣☆另售柏格☆,3790,321,272,$100.00
117,【綠色運動】19sky騎行服長袖套裝男修身山地公路車春夏秋冬季單車衫透氣 腳踏車衣自行車衣,10080,4322,267,"$1,000.00"
118,🏆台灣設計出貨⚡男休閒襯衫short3 男襯衫 商務襯衫 男韓版襯衫 薄款襯衫  長袖襯衫,1562,470,264,$199.00
119,愛襪甜心【A-400】純色美感❤天鵝絨厚款長袖男性JJ套不開襠/女性開襠內衣連身襪~(3款),11268,666,263,$199.00
120,⚡台灣現貨馬上出⚡ 中大尺碼。SIRTW6男裝長袖襯衫紋裝飾。純色襯衫,17958,798,261,$199.00
121,~排汗王~X-MAX~台灣製~X1728閃耀XMAX男款長袖緊身衣~運動~跑,25057,1400,258,$349.00
122,♥彌月禮~柔棉.好穿-長袖包屁衣(NB~24M)1包五件/$260(男款及女款)♥(品質好),12343,2091,250,$260.00
123,**Haiyan**百搭男士修身休閒長袖襯衫*十色  (白2XL現貨),10183,904,246,$280.00
124,🔥雷納德Kawhi Leonard長袖連帽T恤上衛衣🔥NBA快艇隊Adidas愛迪達運動籃球衣服大學純棉T男女949,197,863,245,$789.00
125,▲韓瘋塔▲（商務長袖襯衫）韓版男襯衫長袖上衣男 雅痞休閒襯衫男 結婚襯衫上衣男 報告襯衫 純色素面襯衫 白襯衫 黑襯衫,6310,476,245,$299.00
126,牛津紡襯衫 男 白襯衫 長袖襯衫 修身 休閒襯衫 大襯衫 男士長袖襯衫 商務男士潮流襯衣 簡約 質感 素色,502,58,241,$185.00
127,蕎琪☞男生圓領長袖科技發熱衣 輕薄 細柔 透氣 彈性 衛生衣 保暖衣 男內衣 發燒衣男生內衣長袖T恤 長袖內衣NO.91,28043,296,237,$99.00
128,一件免運╭☆現貨 抗皺素面男長袖襯衫 商務襯衫 白襯衫 素面襯衫 西裝襯衫 3色 38-43碼【C323299】,2961,1186,238,$295.00
129,LONGAO 抓絨保暖 男款 腳踏車車衣 男車衣 車衣 男長車衣 單車車衣 自行車車衣 長袖車衣,229755,1318,233,$455.00
130,★現貨.附發票★ GILDAN 連帽外套 88600系列 男女尺寸 長袖刷毛 中性 長袖 外套 情侶 保暖 刷毛 大學T,3507,27,228,$299 - $389
131,《衣匠》台灣製 吸濕排汗保暖彈性吸濕排汗 男長袖緊身衣 運動長袖上衣 運動緊身衣﹝CE40S﹞,33955,439,228,$420.00
132,台灣現貨 韓版修身條紋襯衫 條紋襯衫 長袖襯衫 男襯衫 韓版襯衫 襯衫 休閒襯衫 上班襯衫 大學襯衫 帥氣襯衫【B19】,23336,717,226,$229.00
133,♂WangMan_1♂日系清新港風寬鬆長袖格子襯衫男式春季休閒韓版襯衣百搭薄款上衣,17933,837,225,$218.00
134,CPMAX 英倫牛津襯衫 男長袖襯衫 休閒商務百搭 型男必備襯衫 牛津襯衫 男襯衫 上班襯衫 型男襯衫 百搭襯衫 B39,23381,715,220,$199.00
135,CPMAX 立領白襯衫 商務休閒襯衫 男款白襯衫 長袖襯衫 立領襯衫 正裝襯衫 休閒襯衫 白襯衫 襯衫【B42】,23279,717,220,$149.00
136,【綠色運動】2015款長袖上衣 男款自行車衣 腳踏車衣  自行車衣  吸濕排汗透氣長車衣,10078,4322,218,$600.00
137,現貨在台😍春秋季Alan Walker 艾倫沃克 純棉連帽外套棉質大尺碼衛衣黑色男生女生長袖帽T棉棒球外套,877,221,217,$650.00
138,明隆機車材料 罩得住 輕便雨衣 長袖型 綿繩帽帶 男女適用 PE環保材質 OK、萊爾富取件$30 全家純取件$49,867,3506,215,$10.00
139,★韓瘋之子★Healer同款 韓系丹寧襯衫外套男 歐美牛仔襯衫長袖 素面長袖襯衫男 休閒長袖上衣 男襯衫 藍色襯衫 兩色,5244,307,211,$399.00
140,特價NIKEPRO緊身衣男裝T恤長袖nike緊身褲nike短袖nike背心adidas愛迪達運動服健身籃球打底褲速乾短褲,1686,73,201,$250.00
141,COCO SHOP【PW02】秋冬．自然風．繽紛糖果色 男.女百搭不敗單品/棉質長袖網眼POLO衫~人氣22色/團購,14651,424,197,$210.00
142,【晉新】YG_男性_衛生衣、秋季商品_圓領長袖貨號500、U領長袖貨號510_原價240元_任一件特價160元,2941,222,192,$160.00
143,☆衣林魔力屋☆(T119)秋冬日韓潮流男女百塔素面長袖POLO衫/新22色/滿額免運,8608,436,192,$210.00
144,OK棒【A121】3M中空紗排汗系列.抗UV.有男女版長袖Polo衫可搭配情侶裝,13465,859,192,$360 - $410
145,????台灣現貨???? 男休閒襯衫  short2長袖襯衫 男襯衫 商務襯衫  薄款襯衫,1559,470,189,$199.00
146,Gildan 柔棉長袖 76400 男女尺碼  吉爾登  內搭 內搭衣 睡衣 長板 素T 長素T 長袖 大學T,2192,56,185,$119 - $145
147,現貨出清 韓版 型男修身帥氣百搭長袖POLO衫-叫阿潮【206A-30-114】,20612,651,185,$199.00
148,新款男子長袖緊身衣 多色可款 腰身/男子PRO/緊身衣/健身/運動/跑步/高彈力/透氣/排汗/速乾/T恤/訓練衣A02,5589,1603,184,$370.00
149,格子襯衫男長袖韓版 寬鬆潮青少年 情侶男女休閒寸衣,1559,470,182,$258.00
150,▲韓瘋塔▲大尺碼男裝 百搭長袖襯衫男 素面襯衫上衣 雅痞商務襯衫 素色襯衫男 韓版襯衫長袖 休閒男襯衫 黑色襯衫 黑襯衫,6308,476,182,$299.00
151,【§ 衫衫飾飾 §】10053【6色M-5XL號】長袖POLO衫素色上衣簡約長袖T恤潮男春秋上衣騰德8S,4096,2805,180,$450.00
152,銷售TOP1《下殺三天!》☆韓版立領☆夾克牛仔襯衫男短袖襯衫格子襯衫短袖牛仔外套素面長袖襯衫風衣【25-737】,16261,185,180,$990.00
153,🌟滿800元免運🌟文藝麻襯衫韓版修身長袖  男春夏裝新款 男士休閒亞,1557,474,178,$30 - $278
154,限時《買一送一》薄外套嘻哈棒球外套棒球領長袖防風街頭外套飛行外套休閒外套男太空外套防曬黑白連帽【26-1229】,18541,194,175,$390.00
