,item,rate,num_product,num_sold,price
135,韓風巷  限量 特價 女 學生 水手服  短袖 裙子 領帶 領結   韓風巷,4181,893,192,$549.00
136,≡排汗專家≡【03320711】HODARLA 男女彈力涼感短袖POLO衫(高爾夫 立領,35223,2423,190,$390.00
137,(早鳥價)安東機能保暖衣 3M技術男女款長短袖吸濕排汗 台灣製造 發熱衣711,5062,106,186,$370.00
138,☆衣林魔力屋☆(T117)3XL號下標區．男女素面短袖POLO衫/22色☆滿額免運,8607,445,186,$190.00
139,純棉網紅ins超火短袖t卹女夏季韓版寬鬆中長款百搭學生米奇上衣潮,4126,1088,185,$299.00
140,現貨秒發😍美版純棉燙印短袖T恤不退色印花Alan Walker衣服上衣艾倫沃克T-shirt男短T女短T學生T情侶裝,877,221,182,$299.00
141,♀後勤補給♀獨家設計。男女可穿極簡風209連帽t恤短袖韓版寬鬆復古運動情侶連帽上衣,1548,523,179,$299.00
142,全新現貨Adidas/Nike/Puma 愛迪達短T 三葉草 純棉大學T恤 圓領短T 男女情侶短袖 大尺寸 運動短袖,388,6,178,$299.00
143,台灣製造polo衫 團體服 情侶裝 男裝 女裝 童裝 大碼 全家福 短袖圓領T恤 非SUPREME美國GILDAN吉爾登,134,141,177,$20.00
144,Armani Y3 短袖 T恤 logo男女款 短T 上衣 tee 短T 圖案 經典基本 圓領 POLO 素面Y-3,1389,3,177,$690.00
145,Adidas Y3 短袖 T恤 logo男女款 短T 上衣 短T 圖案 經典基本 山本耀司 POLO 素面Y-3,1389,3,172,$690.00
146,[全新代購]台北 師大附中女生夏季制服短袖上衣（限時特價中）,3704,324,169,$500.00
147,Ω衣枝獨袖ΩLOL英雄聯盟衣服中路殺神上中單還有誰男女LOL短袖T恤A19,8558,3256,160,$346.00
148,≡排汗專家≡【03312086】HODARLA 男女無拘束短袖T恤(輕彈 抗UV 圓領 台灣製 涼感 路跑,35176,2410,158,$290.00
149,BANG◎條紋百搭短袖T 大尺碼 黑白條紋 潮T 男女 情侶 潮T 休閒 日系 百搭 棉T 圓領 學生 修身【MT03】,19934,1115,151,$199.00
150,☆衣林魔力屋☆(T117)大尺寸人氣暢銷．男女百搭素面短袖POLO衫/情侶/團體/新22色/滿額免運,8459,460,149,$180.00
151,[免運費] 韓版假兩件修身棉T 短袖T桖 涼感衣 男 女 媲美 uniqlo lativ stage gap a&f,11276,9534,148,$390.00
152,☆衣林魔力屋☆(T117)人氣暢銷指定款．大尺寸 夏日男女潮流百搭素面短袖POLO衫/情侶/團體/新22色/滿額免運,8603,445,147,$180.00
153,☆衣林魔力屋☆(T101)超人氣春夏．男女百搭基本素面圓領短袖 棉T 團體/情侶/滿額免運/23色,8609,427,147,$130.00
154,「布丁潮品」3件免運爆款 POLO衫 拉夫·勞倫 大馬 小馬 POLO衫 休閒女款 短袖 素面簡約 POLO衫 鱷魚上衣,1920,104,144,$350.00
155,蛋蛋屋創意精品:迷彩服男女軍裝 特種兵軍迷T恤 寬鬆透氣上衣 吸濕排汗 涼感透氣 迷彩短袖 迷彩薄上衣 涼感衣 速乾衣,2606,1098,144,$64.00
156,【水水女人國】～驚喜價300元～中國風美穿在身☆小巧梅花繡花旗袍式唐裝短袖上衣,1193,2657,140,$270.00
157,【今日下殺】新款韓版女裝夏季春裝純色吊帶露肩短袖T恤衫大碼修身半袖t上衣.,4246,171,138,$145.00
158,CPMAX 迷彩寬鬆五分袖短T 情侶短T 五分T Oversized 短袖T桖 迷彩T 迷彩T桖 男短T 女短T T97,23272,716,137,$139.00
159,【280克26支！ 純棉重磅T！】高磅素T 精梳棉質 短袖T恤 透氣 合身上衣男女素面黑白深藍圓領V領T恤K26-201,7245,166,137,$390.00
160,【 電音DJ買一送二】 Alan Walker 同款 艾倫沃克Faded T恤 短袖DJ衣服男女搖滾衣服 送帽子 送口罩,1006,41878,135,$390.00
161,CPMAX 純色棉質短T 舒適棉質親膚柔軟 V領 圓領 純色 女款棉T 短袖上衣 T-Shirt 女版 素T 【W36】,23338,717,132,$66.00
162,【Levis專櫃正品】全新日本levi's專櫃購入紅旗標純棉短袖T恤◎送禮用可附提袋男女生t恤素面logo,3811,35,131,$590 - $680
163,涼感三件組防曬抗UV男女短袖T恤【03311376】≡排汗專家≡,35167,2429,131,$750.00
164,SUNSEA自行車袖套-防曬抗UV/歐美版/專為穿超短袖的女性車友設計/保證你 不會再露一截  (捷安特/美利達/富士/DAHON/功學社/KHS),4132,33,131,$280.00
165,【阿信防皺襯衫】【女短袖】OL、淑女、正妹、上班族、必備款【白/黑/粉紅/白底紫色】女襯衫、腰身設計、白襯衫、黑襯衫,2129,230,130,$320.00
166,★【開幕限時折扣】【兩件免運】2XU 男/女機能壓縮短袖 緊身/鐵馬/慢跑/跑步/三鐵 專用,2328,20,129,$550.00
167,【三件最划算！限時優惠組！】韓版落肩T恤 長版T 素T 短袖T恤情侶寬版五分袖素面上衣過袖男女黑白灰K26-039,7245,166,128,$690.00
168,秒殺愛迪達短T Adidas 三葉草 短袖 衣服 男女款 潮牌 adidas 短T T恤 愛迪達短TSIZE:S-XXL,690,224,126,$299.00
169,愛迪達 adidas短袖T恤 大尺碼 男女情侶裝 圓領印花短Tee 純棉 運動短袖上衣,403,363,126,$190 - $850
170,現貨２件免運 水果T 蘿蔔西瓜草莓香蕉 T恤 短袖衣服 短T 女裝 女T 棉T,4900,148,125,$100.00
171,蛋蛋屋:特種兵體能T恤 迷彩服 男女軍裝 寬鬆透氣上衣 吸濕排汗 迷彩短袖 迷彩薄款上衣 女士男士速乾衣 夏季涼感衣,2632,1097,124,$64.00
172,【CK專櫃正品】全新美國ck專櫃購入經典凸字LOGO純棉短袖T恤◎送禮用可附提袋 男生女生t恤素面logo,3022,21,124,$780.00
173,ins短袖t卹女2020韓版寬鬆原宿bf慵懶風古著少女感日系半袖上衣潮,4125,1159,124,$249.00
174,含發票 套裝組-男女長短袖+男女長褲組合 長袖/短袖/長褲/緊身衣/內搭褲路跑單車自行車緊身衣長袖短袖長褲防曬遮陽,14880,1864,124,$299.00
175,≡排汗專家≡【03310035】免運-激膚無感衣 男女短袖T恤-0秒吸排抗UV輕量吸濕排汗無著感 排汗衫 涼感衣,35223,2405,124,$290.00
176,經典短袖女款白襯衫 /制服/COS可用,6736,291,124,$350.00
177,Ω衣枝獨袖Ω【現貨12H寄出】韓版迷彩短袖男女修身大碼軍裝半袖特種兵T恤A66,8486,3182,119,$108.00
