,item,rate,num_product,num_sold,price
108,戰術腿包生存遊戲機車環島（迷彩腰包背包GIVI腰包komine丹尼斯A星TAICHI腿掛包MENAT登山包SWAT）,35894,120,1677,$198
109,5號 快拆鋁合金登山扣 D字型登山扣/D型扣/D型登山扣/快掛扣/外掛扣/背包掛扣/登山包扣/鑰匙扣 登山勾旅行旅遊用,2327,147,1640,$4
110,輕量亮彩豬鼻斜胸包 單肩包側背包斜背包包 BK114,18946,270,1627,$459
111,海豚防水包 玩水隨身物收納  防潑水隨身包 防水袋 海邊 溪邊消暑 浮潛 泛舟 手機 相機防水保護袋 斜背包【A080】,4245,400,1621,$299
112,《現貨/無印風格/牛津防水》簡約牛津側背包 防水側背包 男女公用 耐磨防刮 大容量背包 【VR030248】,96111,761,1596,$299
113,現貨出清 Leos小舖 【雙皮帶扣後背包】XB-037側背包手提包書包旅行包束口包包,34573,160,1595,$150
114,清新素雅小方包 韓版/新款/簡約/女包/單肩包/斜挎包包/復古/休閒包/手機包/側背包/斜背包 現貨O65,5591,1603,1573,$150
115,《BBD．黑鬍子》【限時全網最低價．Y-MASTER】超高品質街頭韓系方型多口袋機能二用後背包【F】【99016】,10379,1695,1572,"$1,580"
116,清新素雅小方包 韓版/新款/簡約/女包/單肩包/斜挎包包/復古/休閒包/手機包/側背包/斜背包 現貨O65,9638,1630,1569,$150
117,【TSG】現貨當日出 2020 NIKE 側背包 胸包 腰包 男女通用,2893,441,1566,$390
118,可觸控螢幕 運動腰包 設有耳機孔 防潑水 彈性布 隨身包 路跑袋 手機袋 單肩背包 運動 健行 貼身背包 胸包,4221,402,1560,$199
119,機車族必備 超輕量速乾雨衣 褲管/下擺加寬 好穿脫 可背背包 加長 長版 連身雨衣 兩件式雨衣 機能套裝雨衣【B120】,4260,402,1556,"$790 - $1,290"
120,背包防水雨罩 適用登山/攝影/旅遊/露營 防水 防沙塵 防髒汙 輕便 背包雨衣 後背包防雨套 防水套 防雨罩【B122】,4260,402,1545,$69 - $99
121,◤包包工廠◢ 專業登山 防雨套 登山背包 背包套 防水罩 防水套 反光 35L 55L 80L,11392,191,1534,$150 - $190
122,美軍3p戰術雙肩後背包 帆布 戶外運動 登山包 野戰背包 迷彩 包 衝浪包 露營包 攀岩 旅行大背包 軍事【BG25】,24281,718,1533,$430
